code,prefecture,jititai,city_kana,zip,address,tel,latitude,longitude,,区判定,No
072028,福島県,会津若松市,あいづわかまつし,965-8601,福島県会津若松市東栄町3-46,0242-39-1111,37.4948112,139.9297559,Google Maps,,349
072036,福島県,郡山市,こおりやまし,963-8601,福島県郡山市朝日1-23-7,024-924-2491,37.40015,140.3583452,Google Maps,,350
072044,福島県,いわき市,いわきし,970-8686,福島県いわき市平字梅本21,0246-22-1111,37.0509478,140.8868202,Google Maps,,351
072052,福島県,白河市,しらかわし,961-8602,福島県白河市八幡小路7-1,0248-22-1111,37.126557,140.2109648,Google Maps,,352
072079,福島県,須賀川市,すかがわし,962-8601,福島県須賀川市八幡町135,0248-75-1111,37.2869321,140.3725508,Google Maps,,353
072087,福島県,喜多方市,きたかたし,966-8601,福島県喜多方市字御清水東7244-2,0241-24-5206,37.6510636,139.8747157,Google Maps,,354
072095,福島県,相馬市,そうまし,976-8601,福島県相馬市中村字北町63-3,0244-37-2120,37.797335,140.9189843,Google Maps,,355
072109,福島県,二本松市,にほんまつし,964-8601,福島県二本松市金色403-1,0243-23-1111,37.5852353,140.4306342,Google Maps,,356
072117,福島県,田村市,たむらし,963-4393,福島県田村市船引町船引字畑添76-2,0247-81-2111,37.4405737,140.5764171,Google Maps,,357
072125,福島県,南相馬市,みなみそうまし,975-8686,福島県南相馬市原町区本町2-27,0244-22-2111,37.6421961,140.9573779,Google Maps,,358
072133,福島県,伊達市,だてし,960-0692,福島県伊達市保原町字舟橋180,024-575-1111,37.8191119,140.5627617,Google Maps,,359
072141,福島県,本宮市,もとみやし,969-1192,福島県本宮市本宮字万世212,0243-33-1111,37.5131556,140.3938856,Google Maps,,360
073016,福島県,桑折町,こおりまち,969-1692,福島県伊達郡桑折町大字谷地字道下22番地7,024-582-2111,37.8546543,140.520599,Google Maps,,361
073032,福島県,国見町,くにみまち,969-1792,福島県伊達郡国見町大字藤田字一丁田二1-7,024-585-2111,37.8766623,140.5490827,Google Maps,,362
073083,福島県,川俣町,かわまたまち,960-1492,福島県伊達郡川俣町字五百田30,024-566-2111,37.6651196,140.5982897,Google Maps,,363
073229,福島県,大玉村,おおたまむら,969-1392,福島県安達郡大玉村玉井字星内70,0243-48-3131,37.5345079,140.3707057,Google Maps,,364
073423,福島県,鏡石町,かがみいしまち,969-0492,福島県岩瀬郡鏡石町不時沼345,0248-62-2111,37.2528403,140.3434021,Google Maps,,365
073440,福島県,天栄村,てんえいむら,962-0592,福島県岩瀬郡天栄村大字下松本字原畑78,0248-82-2111,37.2551809,140.2470543,Google Maps,,366
073628,福島県,下郷町,しもごうまち,969-5345,福島県南会津郡下郷町大字塩生字大石1000,0241-69-1122,37.2556188,139.8722941,Google Maps,,367
073644,福島県,檜枝岐村,ひのえまたむら,967-0525,福島県南会津郡檜枝岐村字下ノ原880,0241-75-2500,37.0241519,139.3889352,Google Maps,,368
073679,福島県,只見町,ただみまち,968-0498,福島県南会津郡只見町大字只見字雨堤1039,0241-82-5210,37.3490449,139.3159547,Google Maps,,369
073687,福島県,南会津町,みなみあいづまち,967-0004,福島県南会津郡南会津町田島字後原甲3531-1,0241-62-6100,37.2003772,139.7732557,Google Maps,,370
074021,福島県,北塩原村,きたしおばらむら,966-0485,福島県耶麻郡北塩原村大字北山字姥ヶ作3151,0241-23-3111,37.6557711,139.9377051,Google Maps,,371
074055,福島県,西会津町,にしあいづまち,969-4495,福島県耶麻郡西会津町野沢字下小屋上乙3308,0241-45-2211,37.587622,139.6492165,Google Maps,,372
074071,福島県,磐梯町,ばんだいまち,969-3392,福島県耶麻郡磐梯町大字磐梯字中ノ橋1855,0242-74-1221,37.5620842,139.9887733,Google Maps,,373
074080,福島県,猪苗代町,いなわしろまち,969-3123,福島県耶麻郡猪苗代町字城南100,0242-62-2111,37.5571994,140.1047758,Google Maps,,374
074217,福島県,会津坂下町,あいづばんげまち,969-6592,福島県河沼郡会津坂下町字市中三番甲3662,0242-84-1503,37.5615073,139.8216774,Google Maps,,375
074225,福島県,湯川村,ゆがわむら,969-3593,福島県河沼郡湯川村大字清水田字長瀞18,0241-27-8800,37.5653407,139.8867475,Google Maps,,376
074233,福島県,柳津町,やないづまち,969-7201,福島県河沼郡柳津町大字柳津字下平乙234,0241-42-2112,37.5261485,139.7195134,Google Maps,,377
074446,福島県,三島町,みしままち,969-7511,福島県大沼郡三島町大字宮下字宮下350,0241-48-5511,37.4702672,139.6443135,Google Maps,,378
074454,福島県,金山町,かねやままち,968-0011,福島県大沼郡金山町大字川口字谷地393,0241-54-5111,37.453806,139.5259751,Google Maps,,379
074462,福島県,昭和村,しょうわむら,968-0103,福島県大沼郡昭和村大字下中津川字中島652,0241-57-2111,37.3352527,139.6102464,Google Maps,,380
074471,福島県,会津美里町,あいづみさとまち,969-6292,福島県大沼郡会津美里町字新布才地1番地,0242-55-1122,37.4650185,139.8345424,Google Maps,,381
074616,福島県,西郷村,にしごうむら,961-8501,福島県西白河郡西郷村大字熊倉字折口原40,0248-25-1111,37.1417236,140.1560908,Google Maps,,382
074641,福島県,泉崎村,いずみざきむら,969-0101,福島県西白河郡泉崎村大字泉崎字八丸145,0248-53-2111,37.1539192,140.3033924,Google Maps,,383
074659,福島県,中島村,なかじまむら,961-0192,福島県西白河郡中島村大字滑津字中島西11-1,0248-52-2111,37.1488131,140.3501982,Google Maps,,384
074667,福島県,矢吹町,やぶきまち,969-0296,福島県西白河郡矢吹町一本木101,0248-42-2111,37.2012738,140.3386151,Google Maps,,385
074811,福島県,棚倉町,たなぐらまち,963-6192,福島県東白川郡棚倉町大字棚倉字中居野33,0247-33-2111,37.0299727,140.3797224,Google Maps,,386
074829,福島県,矢祭町,やまつりまち,963-5192,福島県東白川郡矢祭町大字東舘字舘本66,0247-46-3131,36.8714042,140.4248003,Google Maps,,387
074837,福島県,塙町,はなわまち,963-5492,福島県東白川郡塙町大字塙字大町3-21,0247-43-2111,36.957323,140.409529,Google Maps,,388
074845,福島県,鮫川村,さめがわむら,963-8401,福島県東白川郡鮫川村大字赤坂中野字新宿39-5,0247-49-3111,37.0424164,140.5097013,Google Maps,,389
075019,福島県,石川町,いしかわまち,963-7893,福島県石川郡石川町字長久保185-4,0247-26-2111,37.1569233,140.4466806,Google Maps,,390
075027,福島県,玉川村,たまかわむら,963-6392,福島県石川郡玉川村大字小高字中畷9,0247-57-3101,37.2107446,140.4090043,Google Maps,,391
075035,福島県,平田村,ひらたむら,963-8292,福島県石川郡平田村大字永田字切田116,0247-55-3111,37.2219539,140.5756362,Google Maps,,392
075043,福島県,浅川町,あさかわまち,963-6292,福島県石川郡浅川町大字浅川字背戸谷地112-15,0247-36-4121,37.0810019,140.4127957,Google Maps,,393
075051,福島県,古殿町,ふるどのまち,963-8304,福島県石川郡古殿町大字松川字新桑原31,0247-53-3111,37.089328,140.555788,Google Maps,,394
075213,福島県,三春町,みはるまち,963-7796,福島県田村郡三春町字大町1-2,0247-62-2111,37.4409864,140.4926744,Google Maps,,395
075221,福島県,小野町,おのまち,963-3492,福島県田村郡小野町大字小野新町字舘廻92,0247-72-2111,37.2863149,140.6260795,Google Maps,,396
075418,福島県,広野町,ひろのまち,979-0402,福島県双葉郡広野町大字下北迫字苗代替35,0240-27-2111,37.2149105,140.9946114,Google Maps,,397
075426,福島県,楢葉町,ならはまち,979-0696,福島県双葉郡楢葉町大字北田字鐘突堂5-6,0240-25-2111,37.2823711,140.9928574,Google Maps,,398
075434,福島県,富岡町,とみおかまち,979-1192,福島県双葉郡富岡町大字本岡字王塚622-1,0240-22-2111,37.3471151,141.0093539,Google Maps,,399
075442,福島県,川内村,かわうちむら,979-1292,福島県双葉郡川内村大字上川内字早渡11-24,0240-38-2111,37.3374107,140.8093278,Google Maps,,400
075451,福島県,大熊町,おおくままち,979-1306,福島県双葉郡大熊町大字大川原字南平1717,0240-23-7568,37.381837,140.9583946,Google Maps,,401
075469,福島県,双葉町,ふたばまち,979-1495,福島県双葉郡双葉町大字長塚字町西73-4,0240-33-2111,37.4528327,141.006069,Google Maps,,402
075477,福島県,浪江町,なみえまち,979-1592,福島県双葉郡浪江町大字幾世橋字六反田7-2,0240-34-2111,37.4945223,141.0007335,Google Maps,,403
075485,福島県,葛尾村,かつらおむら,979-1602,福島県双葉郡葛尾村大字落合字落合16,0240-29-2111,37.5039303,140.7641947,Google Maps,,404
075612,福島県,新地町,しんちまち,979-2792,福島県相馬郡新地町谷地小屋字樋掛田30,0244-62-2111,37.8763247,140.9195404,Google Maps,,405
075647,福島県,飯舘村,いいたてむら,960-1892,福島県相馬郡飯舘村伊丹沢字伊丹沢580-1,0244-42-1611,37.6790212,140.7352599,Google Maps,,406
082015,茨城県,水戸市,みとし,310-8610,茨城県水戸市中央1-4-1,029-224-1111,36.365891,140.471608,Google Maps,,407
082023,茨城県,日立市,ひたちし,317-8601,茨城県日立市助川町1-1-1,0294-22-3111,36.5991158,140.6504521,Google Maps,,408
082031,茨城県,土浦市,つちうらし,300-8686,茨城県土浦市大和町9-1,029-826-1111,36.0782998,140.2043265,Google Maps,,409
082040,茨城県,古河市,こがし,306-0291,茨城県古河市下大野2248,0280-92-3111,36.17854,139.7553112,Google Maps,,410
082058,茨城県,石岡市,いしおかし,315-8640,茨城県石岡市石岡1-1-1,0299-23-1111,36.1905973,140.2867624,Google Maps,,411
082074,茨城県,結城市,ゆうきし,307-8501,茨城県結城市中央町2丁目3番地,0296-32-1111,36.2896209,139.8714774,Google Maps,,412
082082,茨城県,龍ケ崎市,りゅうがさきし,301-8611,茨城県龍ケ崎市3710,0297-64-1111,35.9116106,140.1823263,Google Maps,,413
082104,茨城県,下妻市,しもつまし,304-8501,茨城県下妻市本城町3-13,0296-43-2111,36.1841762,139.9682991,Google Maps,,414
082112,茨城県,常総市,じょうそうし,303-8501,茨城県常総市水海道諏訪町3222-3,0297-23-2111,36.0235066,139.9936784,Google Maps,,415
082121,茨城県,常陸太田市,ひたちおおたし,313-8611,茨城県常陸太田市金井町3690,0294-72-3111,36.5382226,140.5309212,Google Maps,,416
082147,茨城県,高萩市,たかはぎし,318-8511,茨城県高萩市本町1-100-1,0293-23-1111,36.7136789,140.7094506,Google Maps,,417
082155,茨城県,北茨城市,きたいばらきし,319-1592,茨城県北茨城市磯原町磯原1630,0293-43-1111,36.802007,140.7504155,Google Maps,,418
082163,茨城県,笠間市,かさまし,309-1792,茨城県笠間市中央3-2-1,0296-77-1101,36.3461653,140.3052725,Google Maps,,419
082171,茨城県,取手市,とりでし,302-8585,茨城県取手市寺田5139,0297-74-2141,35.9111492,140.0494571,Google Maps,,420
082198,茨城県,牛久市,うしくし,300-1292,茨城県牛久市中央3-15-1,029-873-2111,35.9799932,140.1499852,Google Maps,,421
082201,茨城県,つくば市,つくばし,305-8555,茨城県つくば市研究学園1-1-1,029-883-1111,36.0835449,140.0751717,Google Maps,,422
082210,茨城県,ひたちなか市,ひたちなかし,312-8501,茨城県ひたちなか市東石川2-10-1,029-273-0111,36.3965854,140.5346664,Google Maps,,423
082228,茨城県,鹿嶋市,かしまし,314-8655,茨城県鹿嶋市大字平井1187-1,0299-82-2911,35.9666554,140.6452448,Google Maps,,424
082236,茨城県,潮来市,いたこし,311-2493,茨城県潮来市辻626,0299-63-1111,35.9471025,140.5553821,Google Maps,,425
082244,茨城県,守谷市,もりやし,302-0198,茨城県守谷市大柏950-1,0297-45-1111,35.9509703,139.9759109,Google Maps,,426
082252,茨城県,常陸大宮市,ひたちおおみやし,319-2292,茨城県常陸大宮市中富町3135-6,0295-52-1111,36.5435378,140.4113347,Google Maps,,427
082261,茨城県,那珂市,なかし,311-0192,茨城県那珂市福田1819-5,029-298-1111,36.4574691,140.4868293,Google Maps,,428
082279,茨城県,筑西市,ちくせいし,308-8616,茨城県筑西市丙360,0296-24-2111,36.3052655,139.9794297,Google Maps,,429
082287,茨城県,坂東市,ばんどうし,306-0692,茨城県坂東市岩井4365,0297-35-2121,36.0482415,139.8888211,Google Maps,,430
082295,茨城県,稲敷市,いなしきし,300-0595,茨城県稲敷市犬塚1570-1,029-892-2000,35.9717638,140.3042394,Google Maps,,431
082309,茨城県,かすみがうら市,かすみがうらし,315-8512,茨城県かすみがうら市上土田461,0299-59-2111,36.1518514,140.2370794,Google Maps,,432
082317,茨城県,桜川市,さくらがわし,309-1293,茨城県桜川市羽田1023,0296-58-5111,36.3271483,140.0892679,Google Maps,,433
082325,茨城県,神栖市,かみすし,314-0192,茨城県神栖市溝口4991-5,0299-90-1111,35.891267,140.6621491,Google Maps,,434
082333,茨城県,行方市,なめがたし,311-3892,茨城県行方市麻生1561-9,0299-72-0811,35.9905303,140.488997,Google Maps,,435
082341,茨城県,鉾田市,ほこたし,311-1592,茨城県鉾田市鉾田1444-1,0291-33-2111,36.1594598,140.5159853,Google Maps,,436
082350,茨城県,つくばみらい市,つくばみらいし,300-2395,茨城県つくばみらい市福田195,0297-58-2111,35.962556,140.0375412,Google Maps,,437
082368,茨城県,小美玉市,おみたまし,319-0192,茨城県小美玉市堅倉835,0299-48-1111,36.239319,140.3525865,Google Maps,,438
083020,茨城県,茨城町,いばらきまち,311-3192,茨城県東茨城郡茨城町大字小堤1080,029-292-1111,36.2869093,140.4245271,Google Maps,,439
083097,茨城県,大洗町,おおあらいまち,311-1392,茨城県東茨城郡大洗町磯浜町6881-275,029-267-5111,36.3133661,140.5747579,Google Maps,,440
083101,茨城県,城里町,しろさとまち,311-4391,茨城県東茨城郡城里町大字石塚1428-25,029-288-3111,36.4789612,140.3759657,Google Maps,,441
083411,茨城県,東海村,とうかいむら,319-1192,茨城県那珂郡東海村東海3-7-1,029-282-1711,36.4728174,140.56629,Google Maps,,442
083640,茨城県,大子町,だいごまち,319-3521,茨城県久慈郡大子町大字北田気662,0295-72-1111,36.7641788,140.3635174,Google Maps,,443
084425,茨城県,美浦村,みほむら,300-0492,茨城県稲敷郡美浦村大字受領1515,029-885-0340,36.0045451,140.3019109,Google Maps,,444
084433,茨城県,阿見町,あみまち,300-0392,茨城県稲敷郡阿見町中央1-1-1,029-888-1111,36.0307977,140.214782,Google Maps,,445
084476,茨城県,河内町,かわちまち,300-1392,茨城県稲敷郡河内町源清田1183,0297-84-2111,35.8848235,140.2445257,Google Maps,,446
085219,茨城県,八千代町,やちよまち,300-3592,茨城県結城郡八千代町大字菅谷1170,0296-48-1111,36.1816178,139.8911996,Google Maps,,447
085421,茨城県,五霞町,ごかまち,306-0392,茨城県猿島郡五霞町大字小福田1162-1,0280-84-1111,36.1141014,139.7459362,Google Maps,,448
085464,茨城県,境町,さかいまち,306-0495,茨城県猿島郡境町391-1,0280-81-1300,36.1084158,139.7950318,Google Maps,,449
085642,茨城県,利根町,とねまち,300-1696,茨城県北相馬郡利根町布川841-1,0297-68-2211,35.8577404,140.1391542,Google Maps,,450
092011,栃木県,宇都宮市,うつのみやし,320-8540,栃木県宇都宮市旭1-1-5,028-632-2222,36.5551589,139.8823279,Google Maps,,451
092029,栃木県,足利市,あしかがし,326-8601,栃木県足利市本城3-2145,0284-20-2222,36.3404348,139.450369,Google Maps,,452
092037,栃木県,栃木市,とちぎし,328-8686,栃木県栃木市万町9-25,0282-22-3535,36.3826225,139.7341147,Google Maps,,453
092045,栃木県,佐野市,さのし,327-8501,栃木県佐野市高砂町1,0283-24-5111,36.3143561,139.5783553,Google Maps,,454
092053,栃木県,鹿沼市,かぬまし,322-8601,栃木県鹿沼市今宮町1688-1,0289-64-2111,36.5670745,139.7446526,Google Maps,,455
092061,栃木県,日光市,にっこうし,321-1292,栃木県日光市今市本町1,0288-22-1111,36.7199417,139.6979192,Google Maps,,456
092088,栃木県,小山市,おやまし,323-8686,栃木県小山市中央町1-1-1,0285-23-1111,36.3140384,139.8004265,Google Maps,,457
092096,栃木県,真岡市,もおかし,321-4395,栃木県真岡市荒町5191,0285-82-1111,36.4403881,140.0135212,Google Maps,,458
092100,栃木県,大田原市,おおたわらし,324-8641,栃木県大田原市本町1-4-1,0287-23-1111,36.8707564,140.0154845,Google Maps,,459
092118,栃木県,矢板市,やいたし,329-2192,栃木県矢板市本町5-4,0287-43-1111,36.8056007,139.9224503,Google Maps,,460
092134,栃木県,那須塩原市,なすしおばらし,325-8501,栃木県那須塩原市共墾社108-2,0287-62-7111,36.9622234,140.0467511,Google Maps,,461
092142,栃木県,さくら市,さくらし,329-1392,栃木県さくら市氏家2771,028-681-1111,36.6853131,139.9664548,Google Maps,,462
092151,栃木県,那須烏山市,なすからすやまし,321-0692,栃木県那須烏山市中央1-1-1,0287-83-1111,36.6569259,140.1514319,Google Maps,,463
092169,栃木県,下野市,しもつけし,329-0492,栃木県下野市笹原26,0285-32-8888,36.411067,139.878597,Google Maps,,464
093017,栃木県,上三川町,かみのかわまち,329-0696,栃木県河内郡上三川町しらさぎ1-1,0285-56-9111,36.4402776,139.9117048,Google Maps,,465
093424,栃木県,益子町,ましこまち,321-4293,栃木県芳賀郡益子町大字益子2030,0285-72-2111,36.4673748,140.0933704,Google Maps,,466
093432,栃木県,茂木町,もてぎまち,321-3598,栃木県芳賀郡茂木町大字茂木155,0285-63-1111,36.5324809,140.1872811,Google Maps,,467
093441,栃木県,市貝町,いちかいまち,321-3493,栃木県芳賀郡市貝町大字市塙1280,0285-68-1111,36.5431411,140.1021492,Google Maps,,468
093459,栃木県,芳賀町,はがまち,321-3392,栃木県芳賀郡芳賀町祖母井1020,028-677-1111,36.5481761,140.0581949,Google Maps,,469
093611,栃木県,壬生町,みぶまち,321-0292,栃木県下都賀郡壬生町大字壬生甲3841-1,0282-81-1806,36.4420978,139.8146664,Google Maps,,470
093645,栃木県,野木町,のぎまち,329-0195,栃木県下都賀郡野木町大字丸林571,0280-57-4111,36.233269,139.7408056,Google Maps,,471
093840,栃木県,塩谷町,しおやまち,329-2292,栃木県塩谷郡塩谷町大字玉生955-3,0287-45-1111,36.7788334,139.857017,Google Maps,,472
093866,栃木県,高根沢町,たかねざわまち,329-1292,栃木県塩谷郡高根沢町大字石末2053,028-675-8100,36.6310293,139.9864508,Google Maps,,473
094072,栃木県,那須町,なすまち,329-3292,栃木県那須郡那須町大字寺子丙3-13,0287-72-6901,37.0204112,140.1212123,Google Maps,,474
094111,栃木県,那珂川町,なかがわまち,324-0692,栃木県那須郡那珂川町馬頭555,0287-92-1111,36.7362795,140.1723953,Google Maps,,475
102016,群馬県,前橋市,まえばしし,371-8601,群馬県前橋市大手町2-12-1,027-224-1111,36.3894493,139.0634672,Google Maps,,476
102024,群馬県,高崎市,たかさきし,370-8501,群馬県高崎市高松町35-1,027-321-1111,36.3226864,139.0029002,Google Maps,,477
102032,群馬県,桐生市,きりゅうし,376-8501,群馬県桐生市織姫町1-1,0277-46-1111,36.4054233,139.3305031,Google Maps,,478
102041,群馬県,伊勢崎市,いせさきし,372-8501,群馬県伊勢崎市今泉町2-410,0270-24-5111,36.311651,139.1973447,Google Maps,,479
102059,群馬県,太田市,おおたし,373-8718,群馬県太田市浜町2-35,0276-47-1111,36.291145,139.3753556,Google Maps,,480
102067,群馬県,沼田市,ぬまたし,378-8501,群馬県沼田市下之町888,0278-23-2111,36.6439794,139.0427318,Google Maps,,481
102075,群馬県,館林市,たてばやしし,374-8501,群馬県館林市城町1-1,0276-72-4111,36.2443576,139.5417891,Google Maps,,482
102083,群馬県,渋川市,しぶかわし,377-8501,群馬県渋川市石原80,0279-22-2111,36.4897826,139.0005658,Google Maps,,483
102091,群馬県,藤岡市,ふじおかし,375-8601,群馬県藤岡市中栗須327,0274-22-1211,36.2585732,139.0745275,Google Maps,,484
102105,群馬県,富岡市,とみおかし,370-2392,群馬県富岡市富岡1460-1,0274-62-1511,36.2595572,138.8897709,Google Maps,,485
102113,群馬県,安中市,あんなかし,379-0192,群馬県安中市安中1-23-13,027-382-1111,36.3263103,138.8872229,Google Maps,,486
102121,群馬県,みどり市,みどりし,379-2395,群馬県みどり市笠懸町鹿2952,0277-76-2111,36.3948413,139.2811273,Google Maps,,487
103446,群馬県,榛東村,しんとうむら,370-3593,群馬県北群馬郡榛東村大字新井790番地1,0279-54-2211,36.4386123,138.9671352,Google Maps,,488
103454,群馬県,吉岡町,よしおかまち,370-3692,群馬県北群馬郡吉岡町大字下野田560,0279-54-3111,36.4471446,139.0094684,Google Maps,,489
103667,群馬県,上野村,うえのむら,370-1614,群馬県多野郡上野村大字川和11,0274-59-2111,36.083176,138.777331,Google Maps,,490
103675,群馬県,神流町,かんなまち,370-1592,群馬県多野郡神流町万場90-6,0274-57-2111,36.1160573,138.9168846,Google Maps,,491
103829,群馬県,下仁田町,しもにたまち,370-2601,群馬県甘楽郡下仁田町大字下仁田682,0274-82-2111,36.2122019,138.7891259,Google Maps,,492
103837,群馬県,南牧村,なんもくむら,370-2806,群馬県甘楽郡南牧村大字大日向1098,0274-87-2011,36.158656,138.7114009,Google Maps,,493
103845,群馬県,甘楽町,かんらまち,370-2292,群馬県甘楽郡甘楽町大字小幡161-1,0274-74-3131,36.2430048,138.9217332,Google Maps,,494
104213,群馬県,中之条町,なかのじょうまち,377-0494,群馬県吾妻郡中之条町大字中之条町1091,0279-75-2111,36.5898229,138.8410372,Google Maps,,495
104248,群馬県,長野原町,ながのはらまち,377-1392,群馬県吾妻郡長野原町大字長野原1340番地1,0279-82-2244,36.543788,138.6502078,Google Maps,,496
104256,群馬県,嬬恋村,つまごいむら,377-1692,群馬県吾妻郡嬬恋村大字大前110,0279-96-0511,36.5168851,138.5302133,Google Maps,,497
104264,群馬県,草津町,くさつまち,377-1792,群馬県吾妻郡草津町大字草津28,0279-88-0001,36.6206573,138.596104,Google Maps,,498
104281,群馬県,高山村,たかやまむら,377-0792,群馬県吾妻郡高山村大字中山2856-1,0279-63-2111,36.6208556,138.943468,Google Maps,,499
104299,群馬県,東吾妻町,ひがしあがつままち,377-0892,群馬県吾妻郡東吾妻町大字原町1046,0279-68-2111,36.5713853,138.8198184,Google Maps,,500
104434,群馬県,片品村,かたしなむら,378-0498,群馬県利根郡片品村大字鎌田3967-3,0278-58-2111,36.772303,139.2253172,Google Maps,,501
104442,群馬県,川場村,かわばむら,378-0101,群馬県利根郡川場村大字谷地3200,0278-52-2111,36.7406654,139.1069771,Google Maps,,502
104485,群馬県,昭和村,しょうわむら,379-1298,群馬県利根郡昭和村大字糸井388,0278-24-5111,36.639719,139.065967,Google Maps,,503
104493,群馬県,みなかみ町,みなかみまち,379-1393,群馬県利根郡みなかみ町後閑318,0278-62-2111,36.6786719,138.9990585,Google Maps,,504
104647,群馬県,玉村町,たまむらまち,370-1192,群馬県佐波郡玉村町大字下新田201,0270-65-2511,36.3044055,139.1145809,Google Maps,,505
105210,群馬県,板倉町,いたくらまち,374-0192,群馬県邑楽郡板倉町大字板倉2682-1,0276-82-1111,36.22591,139.6018939,Google Maps,,506
105228,群馬県,明和町,めいわまち,370-0795,群馬県邑楽郡明和町新里250-1,0276-84-3111,36.2112794,139.5342841,Google Maps,,507
105236,群馬県,千代田町,ちよだまち,370-0598,群馬県邑楽郡千代田町大字赤岩1895-1,0276-86-2111,36.2177614,139.4424123,Google Maps,,508
105244,群馬県,大泉町,おおいずみまち,370-0595,群馬県邑楽郡大泉町日の出55-1,0276-63-3111,36.247915,139.404839,Google Maps,,509
105252,群馬県,邑楽町,おうらまち,370-0692,群馬県邑楽郡邑楽町大字中野2570番地1,0276-88-5511,36.2526993,139.4634036,Google Maps,,510
111007,埼玉県,さいたま市,さいたまし,330-9588,埼玉県さいたま市浦和区常盤6-4-4,048-829-1111,35.8618275,139.645528,Google Maps,,511
112011,埼玉県,川越市,かわごえし,350-8601,埼玉県川越市元町1-3-1,049-224-8811,35.9251101,139.4862025,Google Maps,,512
112020,埼玉県,熊谷市,くまがやし,360-8601,埼玉県熊谷市宮町2-47-1,048-524-1111,36.1469623,139.3886223,Google Maps,,513
112038,埼玉県,川口市,かわぐちし,332-8601,埼玉県川口市青木2-1-1,048-258-1110,35.8075923,139.7241555,Google Maps,,514
112062,埼玉県,行田市,ぎょうだし,361-8601,埼玉県行田市本丸2-5,048-556-1111,36.1388338,139.4557465,Google Maps,,515
112071,埼玉県,秩父市,ちちぶし,368-8686,埼玉県秩父市熊木町8-15,0494-22-2211,35.9917644,139.0854619,Google Maps,,516
112089,埼玉県,所沢市,ところざわし,359-8501,埼玉県所沢市並木1-1-1,04-2998-1111,35.799425,139.4688015,Google Maps,,517
112097,埼玉県,飯能市,はんのうし,357-8501,埼玉県飯能市大字双柳1-1,042-973-2111,35.8570662,139.3274386,Google Maps,,518
112101,埼玉県,加須市,かぞし,347-8501,埼玉県加須市三俣2-1-1,0480-62-1111,36.1314045,139.6017459,Google Maps,,519
112119,埼玉県,本庄市,ほんじょうし,367-8501,埼玉県本庄市本庄3-5-3,0495-25-1111,36.2426266,139.1989719,Google Maps,,520
112127,埼玉県,東松山市,ひがしまつやまし,355-8601,埼玉県東松山市松葉町1-1-58,0493-23-2221,36.0421634,139.3999757,Google Maps,,521
112143,埼玉県,春日部市,かすかべし,344-8577,埼玉県春日部市中央7-2-1,048-736-1111,35.9739836,139.7548294,Google Maps,,522
112151,埼玉県,狭山市,さやまし,350-1380,埼玉県狭山市入間川1-23-5,04-2953-1111,35.8529635,139.4119448,Google Maps,,523
112160,埼玉県,羽生市,はにゅうし,348-8601,埼玉県羽生市東6-15,048-561-1121,36.1726187,139.5485178,Google Maps,,524
112178,埼玉県,鴻巣市,こうのすし,365-8601,埼玉県鴻巣市中央1-1,048-541-1321,36.065896,139.5222116,Google Maps,,525
112186,埼玉県,深谷市,ふかやし,366-8501,埼玉県深谷市仲町11-1,048-571-1211,36.1977166,139.2813508,Google Maps,,526
112194,埼玉県,上尾市,あげおし,362-8501,埼玉県上尾市本町3-1-1,048-775-5111,35.9774841,139.5931866,Google Maps,,527
112216,埼玉県,草加市,そうかし,340-8550,埼玉県草加市高砂1-1-1,048-922-0151,35.8253629,139.8049795,Google Maps,,528
112224,埼玉県,越谷市,こしがやし,343-8501,埼玉県越谷市越ヶ谷4-2-1,048-964-2111,35.8910055,139.7904232,Google Maps,,529
112232,埼玉県,蕨市,わらびし,335-8501,埼玉県蕨市中央5-14-15,048-432-3200,35.8256001,139.6795605,Google Maps,,530
112241,埼玉県,戸田市,とだし,335-8588,埼玉県戸田市上戸田1-18-1,048-441-1800,35.817604,139.6779773,Google Maps,,531
112259,埼玉県,入間市,いるまし,358-8511,埼玉県入間市豊岡1-16-1,04-2964-1111,35.835819,139.3911012,Google Maps,,532
112275,埼玉県,朝霞市,あさかし,351-8501,埼玉県朝霞市本町1-1-1,048-463-1111,35.7972308,139.5938917,Google Maps,,533
112283,埼玉県,志木市,しきし,353-8501,埼玉県志木市中宗岡1-1-1,048-473-1111,35.8366613,139.580454,Google Maps,,534
112291,埼玉県,和光市,わこうし,351-0192,埼玉県和光市広沢1-5,048-464-1111,35.7821274,139.607235,Google Maps,,535
112305,埼玉県,新座市,にいざし,352-8623,埼玉県新座市野火止1-1-1,048-477-1111,35.7930226,139.5656372,Google Maps,,536
112313,埼玉県,桶川市,おけがわし,363-8501,埼玉県桶川市泉1-3-28,048-786-3211,36.0027755,139.5584394,Google Maps,,537
112321,埼玉県,久喜市,くきし,346-8501,埼玉県久喜市大字下早見85-3,0480-22-1111,36.0622763,139.6665542,Google Maps,,538
112330,埼玉県,北本市,きたもとし,364-8633,埼玉県北本市本町1-111,048-591-1111,36.0270235,139.5297905,Google Maps,,539
112348,埼玉県,八潮市,やしおし,340-8588,埼玉県八潮市中央1-2-1,048-996-2111,35.8225316,139.8391596,Google Maps,,540
112356,埼玉県,富士見市,ふじみし,354-8511,埼玉県富士見市大字鶴馬1800-1,049-251-2711,35.8566776,139.549091,Google Maps,,541
